text	label
drifts aimlessly for 90 minutes before lodging in the cracks of that ever-growing category 	0
you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in bridget jones 's diary 	0
a great way 	1
for this sort of thing to work , we need agile performers , but the proficient , dull sorvino has no light touch , and rodan is out of his league . 	0
translating complex characters from novels to the big screen 	1
the charming result is festival in cannes . 	1
a social injustice , at least 	0
twenty years later , e.t. is still a cinematic touchstone . 	1
you 're definitely convinced that these women are spectacular . 	1
motivated by nothing 	0
some flashy twists 	1
's so devoid of joy and energy it makes even jason x ... look positively shakesperean by comparison 	0
one of the funnier movies 	1
proves that director m. night shyamalan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machismo 	1
deliberately and skillfully 	1
powerful and 	1
a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless . 	0
a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters 	1
portrays the frank humanity of ... emotional recovery 	1
the scope and shape of an especially well-executed television movie 	1
that is not even as daring as john ritter 's glory days on three 's company 	0
a gorgeously strange movie , heaven is deeply concerned with morality , but it refuses to spell things out for viewers 	1
suitable summer entertainment 	1
an enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar . 	1
saves this deeply affecting film from being merely 	1
seeing things from new sides , 	1
a heady , biting , be-bop ride through nighttime manhattan , a loquacious videologue of the modern male and the lengths to which he 'll go to weave a protective cocoon around his own ego . 	1
over-the-top , and amateurish 	0
aimlessly and unsuccessfully 	0
takes every potential laugh 	1
this is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice . 	1
more sophisticated and 	1
is good , 	1
as dumb and cheesy 	0
which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler 	0
it appears not to have been edited at all 	0
that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries 	1
light , fun cheese puff 	1
the film 's intimate camera work 	1
been acted out 	0
brightly colored dreams 	1
see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success 	1
the movie 's seams may show ... 	0
's clear why deuces wild , which was shot two years ago , has been gathering dust on mgm 's shelf 	0
so likable 	1
unfortunately , carvey 's rubber-face routine is no match for the insipid script he has crafted with harris goldberg . 	0
there is nothing in it to engage children emotionally 	0
it is a great film . 	1
takes a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker . 	0
the verdict : two bodies and hardly a laugh between them . 	0
the paranoid claustrophobia 	0
recommend it for its originality 	1
an effectively chilling guilty pleasure 	1
a predictably efficient piece of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you had n't seen , which , in this day and age , is of course the point 	1
to a satisfying destination 	1
fill this character study with poetic force and buoyant feeling . 	1
making the proceedings more bizarre than actually amusing 	0
and social commentary 	0
is virtually without context -- journalistic or historical . 	0
family fare . 	1
kinda wrong in places 	0
- kids-cute sentimentality by a warmth that is n't faked and 	1
toback 's ) fondness for fancy split-screen , stuttering editing and pompous references to wittgenstein and kirkegaard 	0
the emotional overload of female angst irreparably drags the film down . 	0
we 've marveled at disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world . 	1
one of the most repellent things 	0
with material this rich it does n't need it 	1
is ) the comedy equivalent of saddam hussein , and 	0
that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film 	1
a hilarious ode 	1
plenty of nudity 	1
even if you do n't know the band or the album 's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st century . 	1
an emotionally strong and politically potent piece of cinema . 	1
sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions 	0
coming-of-age portrait 	1
too-conscientious adaptation 	0
its conclusion , when we hear the ultimate fate of these girls and realize , much to our dismay , that this really did happen 	1
about half of them are funny , a few are sexy and 	1
without overdoing it 	1
, is a treat . 	1
pure composition and 	1
its willingness to explore its principal characters with honesty , insight and humor 	1
spot on 	1
including a knockout of a closing line 	1
of its sweeping battle scenes 	1
gets vivid , convincing performances from a fine cast 	1
the movie grows boring despite the scenery . 	0
find that real natural , even-flowing tone that few movies are able to accomplish 	1
would have been better than the fiction it has concocted 	0
since ghostbusters 	1
well-crafted film 	1
king lear 	1
all too familiar ... basically the sort of cautionary tale that was old when ` angels with dirty faces ' appeared in 1938 . 	0
is truly funny , playing a kind of ghandi gone bad . 	1
anything approaching even a vague reason to sit through it all 	0
to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy 	0
for those in search of something different , wendigo is a genuinely bone-chilling tale . 	1
a delicious crime drama on par 	1
it 's difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 . 	0
makes your least favorite james bond movie seem as cleverly plotted as the usual suspects 	0
unearth the quaking essence of passion , grief and fear 	1
helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome 	0
suffered through the horrible pains of a death by cancer 	0
is off . 	0
disguising the obvious with energy and innovation 	1
lacks in action 	0
actor to lead a group of talented friends astray 	0
pleasurable expressions 	1
the problem with `` xxx '' is that its own action is n't very effective . 	0
essentially `` fatal attraction '' remade for viewers who were in diapers when the original was released in 1987 . 	0
this gorgeous epic is guaranteed to lift the spirits of the whole family . 	1
invested in undergraduate doubling subtexts and ridiculous stabs 	0
the lively appeal of the last kiss 	1
have easily tipped this film into the `` a '' range , as is 	1
beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that 's there to scare while we delight in the images . 	1
shock-you-into-laughter 	1
by african-americans because of its broad racial insensitivity towards african-americans 	0
, slow scenes 	0
at this nonsensical story 	0
darkly funny and 	1
seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release 	0
high-spirited 	1
surprisingly romantic 	1
is so poorly paced you could fit all of pootie tang in between its punchlines . 	0
very capable nailbiter 	1
different ( and better ) 	1
believing in something does matter 	1
maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor 	1
a calculating fiend or 	0
tres greek writer and star nia vardalos has crafted here a worldly-wise and very funny script . 	1
just like a splendid meal , red dragon satisfies -- from its ripe recipe , inspiring ingredients , certified cuisine and palatable presentation . 	1
it 's better suited for the history or biography channel , 	0
handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly 	0
finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful 	0
then expects us to laugh because he acts so goofy all the time 	0
be forewarned , if you 're depressed about anything before watching this film 	0
story becomes a hopeless , unsatisfying muddle 	0
resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue 	1
bombshell 	1
too goodly , wise and knowing 	1
the redeeming feature of chan 's films has always been the action , but the stunts in the tuxedo seem tired and , what 's worse , routine 	0
the characters are so generic and 	0
grant is n't cary and bullock is n't katherine 	0
invites unflattering comparisons 	0
payne constructs a hilarious ode to middle america and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human . 	1
completely creatively stillborn and 	0
there 's a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title . 	0
some of the camera work is interesting 	1
so with an artistry that also smacks of revelation 	1
become a caricature -- not even with that radioactive hair 	0
plods along methodically , somehow under the assumption that its `` dead wife communicating from beyond the grave '' framework is even remotely new or interesting . 	0
safe conduct is anything but languorous . 	1
he 's just a sad aristocrat in tattered finery , and the film seems as deflated as he does 	0
have to check your brain at the door 	0
the script has less spice than a rat burger and 	0
something purer 	1
reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world . 	1
make for one splendidly cast pair 	1
brilliant movie 	1
that , in itself , is extraordinary . 	1
, masterful 	1
humorous , illuminating study 	1
it also happens to be the movie 's most admirable quality 	1
missing a great deal of the acerbic repartee of the play 	0
tired old vision 	0
one of the biggest disappointments of the year 	0
a live-wire film 	1
frustrating than a modem that disconnects every 10 seconds 	0
a fascinating , unnerving examination of the delusions of one unstable man 	1
the plot of the comeback curlers is n't very interesting actually , but what i like about men with brooms and what is kind of special is how the film knows what 's unique and quirky about canadians . 	1
seems just as expectant of an adoring , wide-smiling reception . 	1
encourage 	1
comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions . 	0
even at its worst , it 's not half-bad . 	1
as dreadful 	0
are the whole show here , with their memorable and resourceful performances . 	1
seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business 	0
freakshow 	0
perfect festival film 	1
of a self-destructive man 	0
good thriller . 	1
an undeniably gorgeous , terminally 	1
an old-fashioned but emotionally stirring adventure tale of the kind they 	1
purposes of bland hollywood romance 	0
like a particularly amateurish episode of bewitched that takes place during spring break 	0
has plenty of laughs 	1
pill to swallow 	0
fluffy neo-noir hiding behind cutesy film references 	0
remake andrei tarkovsky 's solaris so much as distill it 	0
some movies were made for the big screen , some for the small screen , and some , like ballistic : ecks vs. sever , were made for the palm screen . 	0
it excels because , unlike so many other hollywood movies of its ilk , it offers hope . 	1
's that rare family movie -- genuine and sweet 	1
as faithful portraiture 	1
plays like some weird masterpiece theater sketch with neither 	0
golden book 	1
almost immediately that welcome to collinwood is n't going to jell 	0
this trite , predictable rehash 	0
witty , vibrant , and intelligent 	1
you 'll regret 	0
separates comics from the people laughing in the crowd 	1
it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction . 	0
you would n't want to live waydowntown , but it is a hilarious place to visit 	1
oddly compelling 	1
we also need movies like tim mccann 's revolution no. 9 . 	1
of dishonesty 	0
delivers one of the saddest action hero performances ever witnessed 	0
better than inconsequential 	1
peril 	1
's a heavy stench of ` been there , done that ' hanging over the film 	0
reaction 	1
lets you brush up against the humanity of a psycho 	1
barn-burningly bad movie 	0
keep them guessing 	1
epiphanies 	1
is n't one true ` chan moment ' 	0
see a devastating comic impersonation 	0
for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film the sum of all fears , starring ben affleck , seem downright hitchcockian . 	0
a touching , small-scale story 	1
colorful and controversial 	1
things to like 	1
devoid of joy and energy 	0
's apparent that this is one summer film that satisfies 	1
served an eviction notice at every theater stuck with it 	0
life , hand gestures , and 	0
are not to be dismissed 	1
a biting satire 	1
the solid filmmaking and convincing characters makes this a high water mark for this genre . 	1
got it right 	1
films about loss , grief and recovery are pretty valuable these days . 	1
twenty-three movies into a mostly magnificent directorial career , clint eastwood 's efficiently minimalist style 	1
, there 's no way you wo n't be talking about the film once you exit the theater . 	1
midlife crisis 	0
since beauty and the beast 	1
the beat he hears in his soul 	1
story and his juvenile camera movements 	0
both a level of sophisticated intrigue and human-scale characters that suck the audience in 	1
change a nation 	1
as it is hard to resist 	1
if the man from elysian fields is doomed by its smallness 	1
screenwriting cliches that sink it faster than a leaky freighter 	0
amusing sidekicks 	1
is a wartime farce in the alternately comic and gut-wrenching style of joseph heller or kurt vonnegut . 	1
light nor magical enough to bring off this kind of whimsy 	0
the violence 	0
completely awful iranian drama 	0
with amazing finesse , the film shadows heidi 's trip back to vietnam and the city where her mother , mai thi kim , still lives . 	1
a heroic tale 	1
the chateau belongs to rudd , whose portrait of a therapy-dependent flakeball spouting french malapropisms ... 	0
done his homework 	1
an amateurish screenplay 	0
corpse 	0
split up so that it can do even more damage 	0
a fragmented film 	0
charm or texture 	1
sooooo tired 	0
unfunny and lacking any sense of commitment to or affection for its characters 	0
the big metaphorical wave that is life -- wherever it takes you 	1
is a movie that starts out like heathers , then becomes bring it on , then becomes unwatchable 	0
fine , nuanced lead performances 	1
is difficult to fathom 	0
meyjes ' provocative film might be called an example of the haphazardness of evil . 	1
dead bodies 	0
about something is an amicable endeavor . 	1
its strengths 	1
amusing personalities 	1
rifkin no doubt fancies himself something of a hubert selby jr. , but there is n't an ounce of honest poetry in his entire script ; it 's simply crude and unrelentingly exploitative . 	0
you 're going to face frightening late fees 	0
cut their losses 	0
( hayek ) throws herself into this dream hispanic role with a teeth-clenching gusto , she strikes a potent chemistry with molina 	1
the imaginary sport it projects onto the screen -- loud , violent and mindless 	0
screwball farce and blood-curdling family intensity on one continuum 	1
incorporates so much 	1
us is a minor miracle 	1
landmark as monumental as disney 's 1937 breakthrough snow white and the seven dwarfs 	1
take for granted in most films are mishandled here . 	0
really need a remake of `` charade 	1
her film is like a beautiful food entrée that is n't heated properly , so that it ends up a bit cold and relatively flavorless . 	0
there 's nothing like love to give a movie a b-12 shot , and cq shimmers with it . 	1
true cinematic knack 	1
rushed to the megaplexes 	0
wilco fans will have a great time , and the movie should win the band a few new converts , too . 	1
of paint-by-number american blockbusters like pearl harbor 	0
a pitch-perfect holden 	1
as much as i laughed throughout the movie , i can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand pain . 	1
these women 's souls right open 	1
capably hold our interest , but its just not a thrilling movie 	0
to have a good time as it doles out pieces of the famous director 's life 	1
long on twinkly-eyed close-ups and short on shame . 	0
desperately needed 	0
a real winner -- smart , funny , subtle , and resonant . 	1
hard for me 	0
scoring high 	1
despite all the closed-door hanky-panky , the film is essentially juiceless . 	0
delete key 	0
the film was immensely enjoyable thanks to great performances by both steve buscemi and rosario dawson ... 	1
're gon na like this movie 	1
a sobering and powerful documentary about the most severe kind of personal loss : rejection by one 's mother . 	1
sounding like arnold schwarzenegger , with a physique to match , ( ahola ) has a wooden delivery and encounters a substantial arc of change that does n't produce any real transformation . 	0
shame americans 	0
by storm 	1
designed to make you feel guilty about ignoring what the filmmakers clearly believe 	0
forgive its mean-spirited second half 	0
chance to see three splendid actors 	1
that its visual imagination is breathtaking 	1
for two movies 	1
new ways of describing badness need to be invented to describe exactly how bad it is . 	0
about as unsettling to watch as an exploratory medical procedure or an autopsy 	0
a loose , poorly structured film 	0
all sing beautifully and act adequately . 	1
it 's not so much a movie as a joint promotion for the national basketball association and teenaged rap and adolescent poster-boy lil ' bow wow . 	0
the grey zone attempts to be grandiloquent , but ends up merely pretentious -- in a grisly sort of way . 	0
can make interesting a subject you thought would leave you cold 	1
, triumphant , 	1
sodden and glum , even in those moments where it 's supposed to feel funny and light . 	0
so horrendously confusing 	0
an enjoyable comedy of lingual and cultural differences ... the château is a film -- full of life and small delights -- that has all the wiggling energy of young kitten . 	1
that the beauty and power of the opera reside primarily in the music itself 	1
is inspiring , ironic , and revelatory of just 	1
full of teenagers fixating on its body humor and reinforcement of stereotypes 	0
cliché-laden screenplay 	0
sure to give you a lot of laughs in this simple , sweet and romantic comedy 	1
if good-hearted , movie . 	1
is clever and funny , is amused by its special effects , and 	1
, it 's a very entertaining , thought-provoking film with a simple message 	1
unsalvageability 	0
cut to a new scene , which also appears to be the end . 	0
trashy 	0
embody the worst excesses of nouvelle vague without any of its sense of fun or energy 	0
as darkly funny , energetic , and 	1
undoubtedly the scariest movie ever made about tattoos . 	1
discover that tian 's meticulous talent has not withered during his enforced hiatus 	1
very least 	0
to conceive anyone else in their roles 	1
, it 's black hawk down with more heart . 	1
that makes a depleted yesterday feel very much like a brand-new tomorrow 	1
offers an intriguing what-if premise . 	1
was so endlessly 	0
is n't world championship material 	0
offers absolutely nothing i had n't already seen . 	0
be a new mexican cinema a-bornin ' 	1
the high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note : there 's very little hustling on view 	0
enjoyed 	1
disturbing 	0
funniest 	1
demonstrates a vivid imagination and an impressive style 	1
takes its techniques into such fresh territory 	1
( than leon ) 	1
own quirky hipness 	1
environmental pollution ever made 	0
seems to be missing a great deal of the acerbic repartee of the play . 	0
where human nature should be ingratiating 	0
dead-end 	0
the threat implied in the title pokémon 4ever is terrifying 	0
that 's suitable for all ages -- a movie that will make you laugh 	1
, with really solid performances by ving rhames and wesley snipes . 	1
one problem with the movie , directed by joel schumacher 	0
a delightful , if minor , pastry 	1
i 've seen some bad singer-turned actors , but lil bow wow takes the cake 	0
lazy 	0
insightful and 	1
the unsalvageability 	0
the very top rank 	1
it is a good and ambitious film 	1
'' admirably 	1
delicious pulpiness 	1
further 	1
lies a plot cobbled together from largely flat and uncreative moments 	0
is even lazier and far less enjoyable . 	0
has really found his groove these days 	1
* corpus and its amiable jerking and reshaping of physical time and space 	1
a literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed . 	1
disorientated 	0
has all the enjoyable randomness of a very lively dream and 	1
is often preachy and poorly acted 	0
is tight and truthful , full of funny situations and honest observations 	1
is a movie that puts itself squarely in the service of the lovers who inhabit it . 	1
as searching for a quarter in a giant pile of elephant feces ... positively dreadful 	0
the brilliance of animal house 	1
solaris is rigid and evasive in ways that soderbergh 's best films , `` erin brockovich , '' `` out of sight '' and `` ocean 's eleven , '' never were . 	1
to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad 	1
creeps into your heart 	1
a bunch of talented thesps slumming it 	0
many of these guys are less than adorable 	0
even leaves you with a few lingering animated thoughts 	1
, sweet , and intermittently hilarious 	1
's not half-bad . 	1
the sheer beauty of his images 	1
crafted , and well executed 	1
is hugely overwritten , 	0
oddly detached 	0
the best of the swashbucklers 	1
there is something in full frontal , i guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see . 	0
searing lead performance 	1
the annoyance 	0
what a bewilderingly brilliant and entertaining movie 	1
's also pretty funny 	1
an allegory concerning the chronically mixed signals african american professionals get about overachieving could be intriguing 	1
tawdry 	0
a masterpiece -- 	1
, oozing , chilling and heart-warming 	1
close to being exciting 	1
rumblings 	0
of deft and subtle poetry 	1
's affecting , amusing , sad and reflective 	1
seemingly a vehicle to showcase the canadian 's inane ramblings , stealing harvard is a smorgasbord of soliloquies about nothing delivered by the former mr. drew barrymore . 	0
melodramatic bodice-ripper 	0
suitable summer entertainment that offers escapism without requiring a great deal of thought 	1
a well-made pizza 	1
empowerment 	1
to the phrase ` fatal script error 	0
fest of self-congratulation between actor and director that leaves scant place for the viewer 	0
a damn fine and a truly distinctive and a deeply pertinent film 	0
believable mother/daughter pair 	1
woody allen has really found his groove these days . 	1
's super - violent , super-serious and super-stupid 	0
the trap of the maudlin or tearful 	0
best spent elsewhere 	0
, `` orange county '' is far funnier than it would seem to have any right to be . 	1
demanding than it needs to be 	0
very complex 	1
maelstrom is strange and compelling , engrossing and different , 	1
nifty premise 	1
as it stands i 	1
bad film 	0
what begins brightly gets bogged down over 140 minutes . 	0
, dramatized pbs program 	0
i found myself howling more than cringing 	1
a lot of warmth 	1
is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness . 	1
sickeningly real 	1
, sometimes creepy intimacy 	0
overstylized , puréed mélange 	0
seems to want both , but succeeds in making neither 	0
award-winning 	1
worked 	1
unlike most surf movies , blue crush thrillingly uses modern technology to take the viewer inside the wave . 	1
both exuberantly 	1
feels five hours long 	0
travesty 	0
its predictability 	0
movie love 	1
the worst titles in recent cinematic history 	0
standard crime drama fare ... instantly forgettable and thoroughly dull 	0
making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters 	0
through all too painfully 	0
of his best-known creation 	1
disguised as a war tribute is disgusting to begin with 	0
blessed with two fine , nuanced lead performances 	1
most appealing movies 	1
fans of plympton 's shorts may marginally enjoy the film , but 	0
episodic choppiness , 	0
well-crafted 	1
( the kid 's ) just too bratty for sympathy , and 	0
terrific computer graphics , 	1
last count 	1
you believe that the shocking conclusion is too much of a plunge 	0
instead of trying to bust some blondes , ( diggs ) should be probing why a guy with his talent ended up in a movie this bad . 	0
jaglom 's self-conscious and gratingly irritating films 	0
might go down as one of the all-time great apocalypse movies 	1
the right choices at every turn 	1
offers a fair amount of trashy , kinky fun 	1
's a very tasteful rock and roll movie . 	1
offering next to little insight 	0
too-long , spoofy update 	0
is one big excuse to play one lewd scene after another 	0
has the chops of a smart-aleck film school brat and the imagination of a big kid 	1
a charmer 	1
well wrought 	1
amateurish screenplay 	0
, prepackaged julia roberts wannabe 	0
one of the year 's best films , featuring an oscar-worthy performance by julianne moore . 	1
a stunning film , 	1
deficit 	0
unimaginative and derivative 	0
'll be thinking of 51 ways to leave this loser . 	0
so insanely stupid , 	0
the riveting performances by the incredibly flexible cast 	1
that never 	0
find anything to get excited about on this dvd 	0
britney spears ' phoniness 	0
would benigni 's italian pinocchio have been any easier to sit through than this hastily dubbed disaster ? 	0
a light-hearted way 	1
a low-key , organic way 	1
the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable . 	0
this oddly sweet comedy 	1
fails to overcome the film 's manipulative sentimentality and annoying stereotypes 	0
petty 	0
, treasure planet is truly gorgeous to behold . 	1
endearing and well-lensed 	1
what makes esther kahn so demanding is that it progresses in such a low-key manner that it risks monotony . 	0
a ripping good yarn 	1
's tough to watch 	0
wasted 	0
this cinema verite speculation on the assassination of john f. kennedy may have been inspired by blair witch , 	0
psychologically unpersuasive 	0
with brutal honesty and respect for its audience 	1
fails to keep it up and 	0
offers piercing domestic drama with spikes of sly humor . 	1
the film oozes craft . 	1
report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks 	1
a solid movie about people whose lives are anything but 	1
offers piercing domestic drama with spikes of sly humor 	1
absolutely , inescapably gorgeous , skyscraper-trapeze motion 	1
a funny moment 	1
is n't even halfway 	0
newcastle , the first half of gangster no. 1 drips with style and , at times , blood 	1
muck 	0
forget about one oscar nomination for julianne moore this year - 	0
existentialism reminding of the discovery of the wizard of god 	1
stinks 	0
... contains very few laughs and even less surprises . 	0
intriguing subject 	1
olympia , wash. , based filmmakers anne de marcken and marilyn freeman did just that and it 's what makes their project so interesting 	1
that tug at your heart in ways that utterly transcend gender 	1
in spite of clearly evident poverty and hardship 	1
enigma looks great , has solid acting and a neat premise . 	1
churns up not one but two flagrantly fake thunderstorms to underscore the action 	0
unadorned 	0
biography channel 	1
into corny sentimentality 	0
if you like quirky , odd movies and/or the ironic 	1
the predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances . 	0
ponderous and charmless 	0
cal is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes . 	0
paved with good intentions leads to the video store '' 	0
for all the charm of kevin kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie . 	1
humor and 	1
how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights 	1
i could feel my eyelids ... getting ... very ... heavy ... 	0
fresh , unforced naturalism to their characters 	1
crafted 	1
for a movie that tries to be smart , it 's kinda dumb . 	0
the historical , philosophical 	1
of seeing justice served 	1
stereotypes in good fun , 	1
really is enormously good fun . 	1
confined 	0
if you value your time and money , find an escape clause and avoid seeing this trite , predictable rehash . 	0
( somebody suggested the stills might make a nice coffee table book ) 	0
without you has a bracing truth that 's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood . 	1
druggy and self-indulgent , like a spring-break orgy for pretentious arts majors 	0
is sincere 	1
've grown tired of going where no man has gone before 	0
some fine acting 	1
an acceptable way to pass a little over an hour with moviegoers ages 8-10 , 	1
a phlegmatic bore , 	0
leave it to the french to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama 	1
with a contemptible imitator starring a `` snl '' has-been acting like an 8-year-old channeling roberto benigni 	0
utter tripe 	0
the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and 	1
is on full , irritating display 	0
they engage and even touch us 	1
the junk-calorie suspense tropes that have all but ruined his career 	0
's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic 	0
pretend it 's a werewolf itself by avoiding eye contact and walking slowly away . 	0
superbly 	1
an overly sillified plot 	0
boll uses a lot of quick cutting and blurry step-printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect 	0
produce another smash 	1
the touch 	1
into minutely detailed wonders of dreamlike ecstasy 	1
good spirits 	1
indeed , the first half of sorority boys is as appalling as any ` comedy ' to ever spill from a projector 's lens 	0
it makes me feel weird / thinking about all the bad things in the world / like puppies with broken legs / and butterflies that die / and movies starring pop queens 	0
ultra-cheesy dialogue 	0
is fatal for a film that relies on personal relationships 	0
's enough to watch huppert scheming , with her small , intelligent eyes as steady as any noir villain , and to enjoy the perfectly pitched web of tension that chabrol spins . 	1
sweet and memorable film 	1
the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature . 	1
will need to adhere more closely to the laws of laughter 	0
soul-stirring documentary 	1
loses sight of its own story 	0
unusual homes 	1
at his most sparkling 	1
lost 	0
little more than a screenful of gamesmanship that 's low on both suspense and payoff 	0
manipulative and as bland 	0
competent 	1
a soap-opera quality twist in the last 20 minutes ... almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination . 	0
love this 	1
a loud , witless mess 	0
wang at the forefront of china 's sixth generation of film makers 	1
with restraint and a delicate ambiguity 	1
being unique does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke . 	0
builds its multi-character story 	1
a fullness that does not negate the subject 	1
rut 	0
juicy soap opera 	1
a searing , epic treatment of a nationwide blight that seems to be , horrifyingly , ever on the rise . 	1
a meaty subject 	1
goes on and on to the point of nausea 	0
is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . 	0
change watching such a character 	1
, the director 's experiment is a successful one . 	1
the cinematography is atrocious 	0
there surrender $ 9 	0
, relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft . 	1
hitting your head on the theater seat 	0
has all the values of a straight-to-video movie , but because it has a bigger-name cast , it gets a full theatrical release . 	0
an interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances 	1
spy kids 2 also happens to be that rarity among sequels : it actually improves upon the original hit movie . 	1
earnest performances 	1
display an original talent 	1
pleasant piece 	1
to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out , can not overcome blah characters 	0
by the better film 's ability to make its subject interesting to those who are n't part of its supposed target audience 	1
is drowned out by director jon purdy 's sledgehammer sap . 	0
leaden 	0
the way adam sandler 's new movie rapes 	0
as a movie for teens to laugh , groan and hiss at 	1
this movie has the usual impossible stunts ... 	1
like some like it 	1
dreamed up such blatant and sickening product placement 	0
do a homage 	1
an important , original talent 	1
will wear thin on all 	0
were a person 	1
about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers 	1
-- like a rather unbelievable love interest and a meandering ending -- this '60s caper film is a riveting , brisk delight . 	1
a bit repetitive 	0
provide an intense experience when splashed across the immense imax screen 	1
tolerable-to-adults lark of a movie 	0
its unflinching gaze a measure of faith in the future 	1
the corporate circus that is the recording industry in the current climate of mergers and downsizing 	0
that extravagantly redeems it 	1
neither light nor magical enough to bring off this kind of whimsy 	0
this clever and very satisfying picture 	1
a sardonic jolt 	1
is less a documentary and more propaganda by way of a valentine sealed with a kiss . 	0
emotional buttons 	0
are acting horribly 	0
call the film ` refreshing 	1
knew what the hell was coming next 	0
feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema 	0
phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene 's prose , 	1
though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal 	0
idea ( of middle-aged romance ) is not handled well 	0
the movie 's something-borrowed construction feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story . 	0
seems content to dog-paddle in the mediocre end of the pool , and 	0
into a mundane '70s disaster flick 	0
for putting together any movies of particular value or merit 	1
quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time . 	1
one of world cinema 's most wondrously gifted artists 	1
the movie is virtually without context -- journalistic or historical . 	0
racism 	0
soderbergh 's solaris is a gorgeous and deceptively minimalist cinematic tone poem . 	1
of great monster/science fiction flicks 	1
